"match_date","hometeam","awayteam","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10","h11","a1","a2","a3","a4","a5","a6","a7","a8","a9","a10","a11"
"2000-09-30","Hamburg","Schalke04","Hans Jörg Butt","Ingo Hertzsch","Nico Jan Hoogma","Milan Fukal","Niko Kovac","Stig Tøfting","Mehdi Mahdavikia","Bernd Hollerbach","Marek Heinz","Sergej Barbarez","Tony Yeboah","Oliver Reck","Nico Van Kerckhoven","Tomasz Hajto","Olaf Thon","Tomasz Waldoch","Radoslav Látal","Andreas Möller","Jörg Böhme","Niels Oude Kamphuis","Ebbe Sand","Gerald Asamoah"
"2000-10-01","Freiburg","WerderBremen","Richard Golz","Stefan Müller","Boubacar Diarra","Levan Tskitishvili","Andreas Zeyer","Zoubaïer Baya","Levan Kobiashvili","Marco Weißhaupt","Tobias Willi","Aleksandr Iashvili","Adel Sellimi","Frank Rost","Frank Baumann","Fabian Ernst","Raphaël Wicky","Dieter Eilts","Marco Bode","Andreas Herzog","Torsten Frings","Paul Stalteri","Rade Bogdanovic","Ailton"
"2000-10-13","Dortmund","Freiburg","Jens Lehmann","Christian Wörns","Evanilson","Jörg Heinrich","Dédé","Christoph Metzelder","Sunday Oliseh","Sead Kapetanovic","Otto Addo","Fredi Bobic","Giuseppe Reina","Richard Golz","Lars Hermel","Boubacar Diarra","Levan Tskitishvili","Andreas Zeyer","Sebastian Kehl","Zoubaïer Baya","Levan Kobiashvili","Soumaila Coulibaly","Tobias Willi","Aleksandr Iashvili"
"2000-10-14","FCKoln","Bochum","Markus Pröll","Carsten Cullmann","Moses Sichone","Jens Keller","Ralf Hauptmann","Christian Springer","Dirk Lottner","Matthias Scherz","Archil Arveladze","Markus Kurth","Christian Timm","Rein van Duijnhoven","Damir Milinovic","Hilko Ristau","Mirko Dickhaut","Peter Peschel","Sebastian Schindzielorz","Yildiray Bastürk","Sergey Mandreko","Zoran Mamic","Delron Buckley","Marijo Maric"
"2000-10-14","WerderBremen","Leverkusen","Frank Rost","Frank Baumann","Frank Verlaat","Fabian Ernst","Dieter Eilts","Marco Bode","Andreas Herzog","Torsten Frings","Paul Stalteri","Rade Bogdanovic","Ailton","Pascal Zuberbühler","Robert Kovac","Jens Nowotny","Boris Živkovic","Jörg Reeb","Zé Roberto","Michael Ballack","Vratislav Greško","Carsten Ramelow","Ulf Kirsten","Oliver Neuville"
"2000-10-14","Stuttgart","Hamburg","Timo Hildebrand","Bordon","Thomas Schneider","Pablo Thiam","Silvio Meißner","Jens Todt","Krassimir Balakov","Heiko Gerber","Jochen Seitz","Krisztián Lisztes","Sean Dundee","Hans Jörg Butt","Andrej Panadic","Ingo Hertzsch","Nico Jan Hoogma","Niko Kovac","Stig Tøfting","Bernd Hollerbach","Marek Heinz","Sergej Barbarez","Tony Yeboah","Roy Präger"
"2000-10-15","Unterhaching","Wolfsburg","Gerhard Tremmel","Alexander Strehmel","Jörg Bergen","Jan Seifert","Oliver Straube","Matthias Zimmermann","Markus Oberleitner","Danny Schwarz","Dietmar Hirsch","Altin Rraklli","David Zdrilic","Claus Reitmaier","Waldemar Kryger","Marino Biliskov","Thomas Hengen","Patrick Weiser","Krzysztof Nowak","Dietmar Kühbauer","Charles Akonnor","Zoltán Sebescen","Andrzej Juskowiak","Jonathan Akpoborie"
"2000-10-14","Munich 1860","Kaiserslautern","Simon Jentzsch","Martin Stranzl","Stephan Paßlack","Marco Kurz","Thomas Häßler","Harald Cerny","Erik Mykland","Daniel Borimirov","Daniel Bierofka","Martin Max","Paul Agostino","Georg Koch","Hany Ramzy","Tomasz Klos","Harry Koch","Marian Hristov","Dimitrios Grammozis","Jeff Strasser","Andreas Buck","Mario Basler","Jörgen Pettersson","Miroslav Klose"
"2000-10-14","Schalke04","EinFrankfurt","Oliver Reck","Tomasz Hajto","Tomasz Waldoch","Markus Happe","Radoslav Látal","Andreas Möller","Jörg Böhme","Niels Oude Kamphuis","Jirí Nemec","Ebbe Sand","Émile Mpenza","Dirk Heinen","Torsten Kracht","Jens Rasiejewski","Petar Hubchev","Alexander Kutschera","Marco Gebhardt","Horst Heldt","Gerd Wimmer","Alexander Schur","Rolf-Christel Guié-Mien","Thomas Reichenberger"
"2000-10-14","Cottbus","BayernMunich","Tomislav Piplica","Vilmos Sebok","Christian Beeck","János Mátyus","Faruk Hujdurovic","Jörg Scherbe","Bruno Akrapovic","Toni Micevski","Moussa Latoundji","Antun Labak","Sebastian Helbig","Oliver Kahn","Willy Sagnol","Patrik Andersson","Thomas Linke","Michael Wiesinger","Mehmet Scholl","Jens Jeremies","Thorsten Fink","Michael Tarnat","Giovane Élber","Carsten Jancker"
"2000-10-15","HansaRostock","Hertha","Martin Pieckenhagen","Andreas Jakobsson","Kai Oswald","Rayk Schröder","Mohamed Emara","René Rydlewicz","Radwan Yasser","Christian Brand","Peter Wibrån","Magnus Arvidsson","Steffen Baumgart","Gábor Király","Eyjólfur Sverrisson","Marko Rehmer","Dariusz Wosz","Sixten Veit","Andreas Schmidt","Michael Hartmann","Stefan Beinlich","Sebastian Deisler","Michael Preetz","Piotr Reiss"
"2000-10-20","Kaiserslautern","WerderBremen","Georg Koch","Hany Ramzy","Tomasz Klos","Harry Koch","Marian Hristov","Dimitrios Grammozis","Jeff Strasser","Andreas Buck","Mario Basler","Jörgen Pettersson","Miroslav Klose","Frank Rost","Frank Baumann","Frank Verlaat","Mladen Krstajic","Fabian Ernst","Raphaël Wicky","Marco Bode","Andreas Herzog","Torsten Frings","Paul Stalteri","Ailton"
"2000-10-21","Stuttgart","Unterhaching","Timo Hildebrand","Bordon","Pablo Thiam","Jens Todt","Krassimir Balakov","Heiko Gerber","Bradley Carnell","Jochen Seitz","Krisztián Lisztes","Ahmed Hosny","Sean Dundee","Gerhard Tremmel","Alexander Strehmel","Jörg Bergen","Oliver Straube","Matthias Zimmermann","Danny Schwarz","Marco Haber","Dietmar Hirsch","Miroslaw Spizak","Altin Rraklli","André Breitenreiter"
"2000-10-21","Hertha","Cottbus","Gábor Király","Dick van Burik","Tony Sanneh","Marko Rehmer","Dariusz Wosz","Sixten Veit","Andreas Schmidt","Michael Hartmann","Stefan Beinlich","Michael Preetz","Piotr Reiss","Tomislav Piplica","Vilmos Sebok","Christian Beeck","János Mátyus","Faruk Hujdurovic","Jörg Scherbe","Bruno Akrapovic","Toni Micevski","Moussa Latoundji","Antun Labak","Sebastian Helbig"
"2000-10-21","Leverkusen","Dortmund","Adam Matysek","Robert Kovac","Jens Nowotny","Boris Živkovic","Jörg Reeb","Zé Roberto","Michael Ballack","Carsten Ramelow","Ulf Kirsten","Thomas Brdaric","Oliver Neuville","Jens Lehmann","Christian Wörns","Jürgen Kohler","Jörg Heinrich","Dédé","Christoph Metzelder","Sunday Oliseh","Lars Ricken","Otto Addo","Fredi Bobic","Giuseppe Reina"
"2000-10-22","Bochum","HansaRostock","Rein van Duijnhoven","Martin Meichelbeck","Damir Milinovic","Mirko Dickhaut","Peter Peschel","Sebastian Schindzielorz","Yildiray Bastürk","Sergey Mandreko","Zoran Mamic","Achim Weber","Marijo Maric","Martin Pieckenhagen","Andreas Jakobsson","Kai Oswald","Rayk Schröder","Mohamed Emara","René Rydlewicz","Marcus Lantz","Christian Brand","Peter Wibrån","Magnus Arvidsson","Steffen Baumgart"
"2000-10-21","BayernMunich","Munich 1860","Oliver Kahn","Willy Sagnol","Patrik Andersson","Ciriaco Sforza","Mehmet Scholl","Jens Jeremies","Thorsten Fink","Michael Tarnat","Hasan Salihamidžic","Giovane Élber","Paulo Sérgio","Simon Jentzsch","Stephan Paßlack","Uwe Ehlers","Roman Týce","Thomas Häßler","Harald Cerny","Erik Mykland","Daniel Borimirov","Thomas Riedl","Daniel Bierofka","Markus Beierle"
"2000-10-21","Wolfsburg","FCKoln","Claus Reitmaier","Waldemar Kryger","Thomas Hengen","Frank Greiner","Patrick Weiser","Krzysztof Nowak","Dietmar Kühbauer","Charles Akonnor","Zoltán Sebescen","Andrzej Juskowiak","Jonathan Akpoborie","Markus Pröll","Carsten Cullmann","Moses Sichone","Jens Keller","Ralf Hauptmann","Markus Kreuz","Christian Springer","Dirk Lottner","Matthias Scherz","Markus Kurth","Christian Timm"
"2000-10-21","Hamburg","EinFrankfurt","Hans Jörg Butt","Andrej Panadic","Ingo Hertzsch","Nico Jan Hoogma","Niko Kovac","Stig Tøfting","Bernd Hollerbach","Marek Heinz","Sergej Barbarez","Tony Yeboah","Roy Präger","Dirk Heinen","Torsten Kracht","Jens Rasiejewski","Petar Hubchev","Alexander Kutschera","Markus Lösch","Horst Heldt","Alexander Schur","Rolf-Christel Guié-Mien","Thomas Reichenberger","Saša Ciric"
"2000-10-22","Freiburg","Schalke04","Richard Golz","Daniel Schumann","Boubacar Diarra","Levan Tskitishvili","Andreas Zeyer","Sebastian Kehl","Zoubaïer Baya","Levan Kobiashvili","Soumaila Coulibaly","Tobias Willi","Aleksandr Iashvili","Frode Grodås","Nico Van Kerckhoven","Tomasz Hajto","Tomasz Waldoch","Radoslav Látal","Andreas Möller","Jörg Böhme","Niels Oude Kamphuis","Jirí Nemec","Ebbe Sand","Émile Mpenza"
"2000-10-27","Cottbus","Bochum","Tomislav Piplica","Vilmos Sebok","Christian Beeck","János Mátyus","Faruk Hujdurovic","Laurentiu Reghecampf","Bruno Akrapovic","Toni Micevski","Vasile Miriuta","Antun Labak","Franklin Bittencourt","Rein van Duijnhoven","Martin Meichelbeck","Damir Milinovic","Mirko Dickhaut","Peter Peschel","Sebastian Schindzielorz","Yildiray Bastürk","Zoran Mamic","Achim Weber","Delron Buckley","Marijo Maric"
"2000-10-28","Unterhaching","Hamburg","Gerhard Tremmel","Alexander Strehmel","Ralf Bucher","Jörg Bergen","Hendrik Herzog","Oliver Straube","Matthias Zimmermann","Danny Schwarz","Marco Haber","Miroslaw Spizak","Altin Rraklli","Hans Jörg Butt","Jochen Kientz","Andrej Panadic","Ingo Hertzsch","Nico Jan Hoogma","Stig Tøfting","Mehdi Mahdavikia","Bernd Hollerbach","Marcel Ketelaer","Sergej Barbarez","Roy Präger"
"2000-10-28","Dortmund","Kaiserslautern","Jens Lehmann","Christian Wörns","Evanilson","Jörg Heinrich","Dédé","Christoph Metzelder","Miroslav Stevic","Lars Ricken","Otto Addo","Heiko Herrlich","Giuseppe Reina","Georg Koch","Hany Ramzy","Tomasz Klos","Harry Koch","Marian Hristov","Dimitrios Grammozis","Youri Djorkaeff","Jeff Strasser","Jörgen Pettersson","Silvio Adzic","Miroslav Klose"
"2000-10-28","Schalke04","Leverkusen","Oliver Reck","Nico Van Kerckhoven","Tomasz Hajto","Tomasz Waldoch","Radoslav Látal","Andreas Möller","Jörg Böhme","Niels Oude Kamphuis","Jirí Nemec","Ebbe Sand","Émile Mpenza","Adam Matysek","Robert Kovac","Jens Nowotny","Boris Živkovic","Jörg Reeb","Zé Roberto","Michael Ballack","Pascal Ojigwe","Carsten Ramelow","Ulf Kirsten","Oliver Neuville"
"2000-10-29","FCKoln","Stuttgart","Markus Pröll","Carsten Cullmann","Alexander Voigt","Moses Sichone","Jens Keller","Thomas Cichon","Christian Springer","Dirk Lottner","Matthias Scherz","Markus Kurth","Christian Timm","Timo Hildebrand","Bordon","Thomas Schneider","Pablo Thiam","Heiko Gerber","Bradley Carnell","Zvonimir Soldo","Krisztián Lisztes","Roberto Pinto","Ioan Ganea","Sean Dundee"
"2000-10-28","HansaRostock","Wolfsburg","Martin Pieckenhagen","Andreas Jakobsson","Kai Oswald","Rayk Schröder","Mohamed Emara","René Rydlewicz","Marcus Lantz","Slawomir Majak","Christian Brand","Peter Wibrån","Magnus Arvidsson","Claus Reitmaier","Brian ONeil","Waldemar Kryger","Thomas Hengen","Frank Greiner","Patrick Weiser","Krzysztof Nowak","Dietmar Kühbauer","Charles Akonnor","Andrzej Juskowiak","Jonathan Akpoborie"
"2000-10-28","EinFrankfurt","Freiburg","Dirk Heinen","Torsten Kracht","Petar Hubchev","Serge Branco","Alexander Kutschera","Thomas Sobotzik","Horst Heldt","Gerd Wimmer","Alexander Schur","Jan Åge Fjørtoft","Thomas Reichenberger","Richard Golz","Daniel Schumann","Lars Hermel","Boubacar Diarra","Levan Tskitishvili","Andreas Zeyer","Zoubaïer Baya","Levan Kobiashvili","Marco Weißhaupt","Soumaila Coulibaly","Tobias Willi"
"2000-10-28","WerderBremen","BayernMunich","Frank Rost","Frank Baumann","Mladen Krstajic","Fabian Ernst","Raphaël Wicky","Dieter Eilts","Ivica Banovic","Marco Bode","Andreas Herzog","Torsten Frings","Ailton","Oliver Kahn","Willy Sagnol","Patrik Andersson","Ciriaco Sforza","Mehmet Scholl","Jens Jeremies","Thorsten Fink","Michael Tarnat","Hasan Salihamidžic","Giovane Élber","Paulo Sérgio"
"2000-10-29","Munich 1860","Hertha","Simon Jentzsch","Martin Stranzl","Marco Kurz","Roman Týce","Thomas Häßler","Filip Tapalovic","Harald Cerny","Erik Mykland","Thomas Riedl","Martin Max","Paul Agostino","Gábor Király","Dick van Burik","Kostas Konstantinidis","Eyjólfur Sverrisson","Tony Sanneh","Andreas Schmidt","Michael Hartmann","Stefan Beinlich","Sebastian Deisler","Alex Alves","Michael Preetz"
"2000-11-03","Leverkusen","EinFrankfurt","Adam Matysek","Robert Kovac","Jens Nowotny","Boris Živkovic","Zé Roberto","Michael Ballack","Pascal Ojigwe","Frankie Hejduk","Carsten Ramelow","Thomas Brdaric","Oliver Neuville","Dirk Heinen","Torsten Kracht","Petar Hubchev","Serge Branco","Alexander Kutschera","Thomas Sobotzik","Horst Heldt","Gerd Wimmer","Alexander Schur","Thomas Reichenberger","Chen Yang"
"2000-11-04","Stuttgart","HansaRostock","Timo Hildebrand","Bordon","Thomas Schneider","Pablo Thiam","Silvio Meißner","Heiko Gerber","Bradley Carnell","Krisztián Lisztes","Roberto Pinto","Ioan Ganea","Sean Dundee","Martin Pieckenhagen","Andreas Jakobsson","Kai Oswald","Rayk Schröder","Mohamed Emara","René Rydlewicz","Marcus Lantz","Slawomir Majak","Peter Wibrån","Magnus Arvidsson","Victor Agali"
"2000-11-04","Hamburg","Freiburg","Hans Jörg Butt","Jochen Kientz","Ingo Hertzsch","Nico Jan Hoogma","Stig Tøfting","Mehdi Mahdavikia","Bernd Hollerbach","Marcel Ketelaer","Sergej Barbarez","Roy Präger","Marinus Bester","Richard Golz","Daniel Schumann","Boubacar Diarra","Levan Tskitishvili","Andreas Zeyer","Levan Kobiashvili","Soumaila Coulibaly","Vladimir But","Tobias Willi","Abder Ramdane","Adel Sellimi"
"2000-11-04","BayernMunich","Dortmund","Oliver Kahn","Willy Sagnol","Patrik Andersson","Ciriaco Sforza","Mehmet Scholl","Jens Jeremies","Thorsten Fink","Michael Tarnat","Hasan Salihamidžic","Giovane Élber","Paulo Sérgio","Jens Lehmann","Christian Wörns","Evanilson","Jörg Heinrich","Alfred Nijhuis","Dédé","Christoph Metzelder","Lars Ricken","Otto Addo","Heiko Herrlich","Giuseppe Reina"
"2000-11-05","Wolfsburg","Cottbus","Claus Reitmaier","Brian ONeil","Waldemar Kryger","Thomas Hengen","Marcel Maltritz","Frank Greiner","Patrick Weiser","Krzysztof Nowak","Dietmar Kühbauer","Andrzej Juskowiak","Jürgen Rische","Tomislav Piplica","Vilmos Sebok","Christian Beeck","Rudi Vata","János Mátyus","Jörg Scherbe","Bruno Akrapovic","Vasile Miriuta","Ronny Thielemann","Antun Labak","Sebastian Helbig"
"2000-11-04","Kaiserslautern","Schalke04","Roman Weidenfeller","Hany Ramzy","Tomasz Klos","Harry Koch","Rainer Hauck","Marian Hristov","Dimitrios Grammozis","Youri Djorkaeff","Jeff Strasser","Mario Basler","Miroslav Klose","Oliver Reck","Nico Van Kerckhoven","Marco van Hoogdalem","Tomasz Waldoch","Radoslav Látal","Andreas Möller","Jörg Böhme","Mike Büskens","Jirí Nemec","Ebbe Sand","Émile Mpenza"
"2000-11-04","Hertha","WerderBremen","Gábor Király","Dick van Burik","Kostas Konstantinidis","Tony Sanneh","Marko Rehmer","Dariusz Wosz","Andreas Schmidt","Michael Hartmann","Stefan Beinlich","Alex Alves","Michael Preetz","Frank Rost","Frank Baumann","Mladen Krstajic","Razundara Tjikuzu","Fabian Ernst","Raphaël Wicky","Dieter Eilts","Ivica Banovic","Marco Bode","Paul Stalteri","Ailton"
"2000-11-04","Bochum","Munich 1860","Rein van Duijnhoven","Martin Meichelbeck","Damir Milinovic","Hilko Ristau","Mirko Dickhaut","Peter Peschel","Sebastian Schindzielorz","Yildiray Bastürk","Zoran Mamic","Delron Buckley","Marijo Maric","Simon Jentzsch","Martin Stranzl","Ned Zelic","Marco Kurz","Roman Týce","Thomas Häßler","Filip Tapalovic","Harald Cerny","Erik Mykland","Martin Max","Paul Agostino"
"2000-11-05","Unterhaching","FCKoln","Gerhard Tremmel","Alexander Strehmel","Ralf Bucher","Hendrik Herzog","Oliver Straube","Matthias Zimmermann","Danny Schwarz","Marco Haber","Miroslaw Spizak","Altin Rraklli","André Breitenreiter","Markus Pröll","Carsten Cullmann","Alexander Voigt","Moses Sichone","Jens Keller","Thomas Cichon","Christian Springer","Dirk Lottner","Matthias Scherz","Markus Kurth","Christian Timm"
"2000-11-10","Dortmund","Hertha","Jens Lehmann","Evanilson","Jürgen Kohler","Alfred Nijhuis","Dédé","Christoph Metzelder","Miroslav Stevic","Lars Ricken","Otto Addo","Giuseppe Reina","Victor Ikpeba","Gábor Király","Kostas Konstantinidis","Eyjólfur Sverrisson","Tony Sanneh","Sixten Veit","Michael Hartmann","Stefan Beinlich","René Tretschok","Sebastian Deisler","Alex Alves","Michael Preetz"
"2000-11-11","HansaRostock","Unterhaching","Martin Pieckenhagen","Andreas Jakobsson","Kai Oswald","Rayk Schröder","René Rydlewicz","Marcus Lantz","Slawomir Majak","Christian Brand","Peter Wibrån","Magnus Arvidsson","Victor Agali","Gerhard Tremmel","Alexander Strehmel","Jan Seifert","Hendrik Herzog","Oliver Straube","Matthias Zimmermann","Danny Schwarz","Marco Haber","Miroslaw Spizak","Altin Rraklli","André Breitenreiter"
"2000-11-11","Schalke04","BayernMunich","Oliver Reck","Nico Van Kerckhoven","Tomasz Hajto","Marco van Hoogdalem","Tomasz Waldoch","Radoslav Látal","Andreas Möller","Mike Büskens","Jirí Nemec","Ebbe Sand","Émile Mpenza","Oliver Kahn","Willy Sagnol","Patrik Andersson","Ciriaco Sforza","Mehmet Scholl","Stefan Effenberg","Jens Jeremies","Michael Tarnat","Hasan Salihamidžic","Giovane Élber","Paulo Sérgio"
"2000-11-11","WerderBremen","Bochum","Frank Rost","Frank Baumann","Mladen Krstajic","Raphaël Wicky","Dieter Eilts","Marco Bode","Andreas Herzog","Torsten Frings","Paul Stalteri","Claudio Pizarro","Ailton","Rein van Duijnhoven","Martin Meichelbeck","Damir Milinovic","Hilko Ristau","Mirko Dickhaut","Michael Bemben","Sebastian Schindzielorz","Sergey Mandreko","Zoran Mamic","Marijo Maric","Zdravko Drincic"
"2000-11-12","Cottbus","Stuttgart","Tomislav Piplica","Vilmos Sebok","Christian Beeck","Rudi Vata","János Mátyus","Bruno Akrapovic","Toni Micevski","Vasile Miriuta","Ronny Thielemann","Antun Labak","Franklin Bittencourt","Timo Hildebrand","Bordon","Thomas Schneider","Silvio Meißner","Krassimir Balakov","Heiko Gerber","Bradley Carnell","Zvonimir Soldo","Roberto Pinto","Ioan Ganea","Sean Dundee"
"2000-11-11","Munich 1860","Wolfsburg","Simon Jentzsch","Martin Stranzl","Stephan Paßlack","Ned Zelic","Vidar Riseth","Thomas Häßler","Harald Cerny","Erik Mykland","Daniel Bierofka","Martin Max","Paul Agostino","Claus Reitmaier","Claus Thomsen","Waldemar Kryger","Thomas Hengen","Frank Greiner","Patrick Weiser","Krzysztof Nowak","Dietmar Kühbauer","Charles Akonnor","Andrzej Juskowiak","Jonathan Akpoborie"
"2000-11-11","FCKoln","Hamburg","Markus Pröll","Carsten Cullmann","Alexander Voigt","Jens Keller","Janosch Dziwior","Thomas Cichon","Christian Springer","Dirk Lottner","Matthias Scherz","Markus Kurth","Christian Timm","Hans Jörg Butt","Jochen Kientz","Andrej Panadic","Ingo Hertzsch","Nico Jan Hoogma","Stig Tøfting","Mehdi Mahdavikia","Ronald Maul","Marcel Ketelaer","Sergej Barbarez","Roy Präger"
"2000-11-11","Freiburg","Leverkusen","Richard Golz","Oumar Kondé","Lars Hermel","Boubacar Diarra","Levan Tskitishvili","Zoubaïer Baya","Levan Kobiashvili","Marco Weißhaupt","Soumaila Coulibaly","Aleksandr Iashvili","Abder Ramdane","Adam Matysek","Robert Kovac","Boris Živkovic","Torben Hoffmann","Zé Roberto","Michael Ballack","Jurica Vranješ","Pascal Ojigwe","Carsten Ramelow","Thomas Brdaric","Oliver Neuville"
"2000-11-12","EinFrankfurt","Kaiserslautern","Dirk Heinen","Torsten Kracht","Petar Hubchev","Serge Branco","Alexander Kutschera","Marco Gebhardt","Thomas Sobotzik","Horst Heldt","Alexander Schur","Jan Åge Fjørtoft","Thomas Reichenberger","Georg Koch","Slobodan Komljenovic","Tomasz Klos","Harry Koch","Rainer Hauck","Marian Hristov","Dimitrios Grammozis","Youri Djorkaeff","Jeff Strasser","Jörgen Pettersson","Miroslav Klose"
"2000-11-17","Stuttgart","Munich 1860","Timo Hildebrand","Bordon","Thomas Schneider","Pablo Thiam","Silvio Meißner","Krassimir Balakov","Heiko Gerber","Zvonimir Soldo","Roberto Pinto","Ioan Ganea","Sean Dundee","Simon Jentzsch","Martin Stranzl","Ned Zelic","Marco Kurz","Roman Týce","Vidar Riseth","Thomas Häßler","Harald Cerny","Erik Mykland","Martin Max","Paul Agostino"
"2000-11-18","Kaiserslautern","Freiburg","Georg Koch","Slobodan Komljenovic","Tomasz Klos","Harry Koch","Marian Hristov","Dimitrios Grammozis","Jeff Strasser","Andreas Buck","José Dominguez","Jörgen Pettersson","Miroslav Klose","Richard Golz","Oumar Kondé","Lars Hermel","Boubacar Diarra","Sebastian Kehl","Zoubaïer Baya","Levan Kobiashvili","Vladimir But","Tobias Willi","Abder Ramdane","Adel Sellimi"
