"match_date","hometeam","awayteam","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10","h11","a1","a2","a3","a4","a5","a6","a7","a8","a9","a10","a11"
"2001-03-11","Hamburg","Stuttgart","Hans Jörg Butt","Andrej Panadic","Tomáš Ujfaluši","Niko Kovac","Stig Tøfting","Andreas Fischer","Mehdi Mahdavikia","Bernd Hollerbach","Rodolfo Cardoso","Sergej Barbarez","Erik Meijer","Timo Hildebrand","Rui Marques","Bordon","Andreas Hinkel","Timo Wenzel","Pablo Thiam","Jens Todt","Krassimir Balakov","Jochen Seitz","Adhemar","Sean Dundee"
"2001-03-10","Hertha","HansaRostock","Gábor Király","Dick van Burik","Kostas Konstantinidis","Eyjólfur Sverrisson","Sixten Veit","Pál Dárdai","Andreas Schmidt","Michael Hartmann","René Tretschok","Alex Alves","Michael Preetz","Martin Pieckenhagen","Sven Benken","Andreas Jakobsson","Kai Oswald","Rayk Schröder","René Rydlewicz","Marcus Lantz","Slawomir Majak","Peter Wibrån","Bachirou Salou","Steffen Baumgart"
"2001-03-10","Wolfsburg","Unterhaching","Claus Reitmaier","Marino Biliskov","Thomas Hengen","Frank Greiner","Patrick Weiser","Dietmar Kühbauer","Sven Müller","Charles Akonnor","Zoltán Sebescen","Jürgen Rische","Jonathan Akpoborie","Gerhard Tremmel","Jan Seifert","Dennis Grassow","Oliver Straube","Matthias Zimmermann","Danny Schwarz","Džoni Novak","Marco Haber","Martin Cížek","Miroslaw Spizak","André Breitenreiter"
"2001-03-10","BayernMunich","Cottbus","Bernd Dreher","Willy Sagnol","Bixente Lizarazu","Patrik Andersson","Thomas Linke","Mehmet Scholl","Stefan Effenberg","Thorsten Fink","Hasan Salihamidžic","Giovane Élber","Carsten Jancker","Tomislav Piplica","Vilmos Sebok","Rudi Vata","János Mátyus","Jörg Scherbe","Laurentiu Reghecampf","Bruno Akrapovic","Andrzej Kobylanski","Vasile Miriuta","Antun Labak","Franklin Bittencourt"
"2001-03-11","Kaiserslautern","Munich 1860","Roman Weidenfeller","Michael Schjønberg","Tomasz Klos","Marian Hristov","Dimitrios Grammozis","Nenad Bjelica","Ratinho","Andreas Buck","Mario Basler","Jörgen Pettersson","Vratislav Lokvenc","Simon Jentzsch","Stephan Paßlack","Ned Zelic","Tomáš Votava","Torben Hoffmann","Roman Týce","Vidar Riseth","Thomas Häßler","Daniel Borimirov","Martin Max","Markus Schroth"
"2001-03-16","FCKoln","Wolfsburg","Markus Pröll","Alexander Voigt","Spasoje Bulajic","Jens Keller","Janosch Dziwior","Andrew Sinkala","Markus Kreuz","Matthias Scherz","Archil Arveladze","Markus Kurth","Christian Timm","Claus Reitmaier","Marino Biliskov","Stefan Schnoor","Thomas Hengen","Frank Greiner","Patrick Weiser","Dietmar Kühbauer","Sven Müller","Charles Akonnor","Andrzej Juskowiak","Jürgen Rische"
"2001-03-17","Schalke04","Freiburg","Oliver Reck","Tomasz Hajto","Marco van Hoogdalem","Tomasz Waldoch","Radoslav Látal","Andreas Möller","Jörg Böhme","Mike Büskens","Jirí Nemec","Ebbe Sand","Émile Mpenza","Richard Golz","Stefan Müller","Boubacar Diarra","Andreas Zeyer","Sebastian Kehl","Levan Kobiashvili","Ralf Kohl","Soumaila Coulibaly","Vladimir But","Aleksandr Iashvili","Adel Sellimi"
"2001-03-17","Cottbus","Hertha","Tomislav Piplica","Christian Beeck","Rudi Vata","János Mátyus","Jörg Scherbe","Laurentiu Reghecampf","Bruno Akrapovic","Andrzej Kobylanski","Vasile Miriuta","Antun Labak","Franklin Bittencourt","Gábor Király","Dick van Burik","Kostas Konstantinidis","Josip Šimunic","Dariusz Wosz","Sixten Veit","Pál Dárdai","Andreas Schmidt","Michael Hartmann","Alex Alves","Michael Preetz"
"2001-03-17","Munich 1860","BayernMunich","Simon Jentzsch","Martin Stranzl","Tomáš Votava","Torben Hoffmann","Roman Týce","Vidar Riseth","Thomas Häßler","Harald Cerny","Daniel Borimirov","Martin Max","Markus Schroth","Oliver Kahn","Bixente Lizarazu","Samuel Kuffour","Patrik Andersson","Thomas Linke","Mehmet Scholl","Stefan Effenberg","Jens Jeremies","Hasan Salihamidžic","Giovane Élber","Carsten Jancker"
"2001-03-18","Unterhaching","Stuttgart","Gerhard Tremmel","Alexander Strehmel","Jan Seifert","Hendrik Herzog","Oliver Straube","Matthias Zimmermann","Markus Oberleitner","Danny Schwarz","Marco Haber","Dietmar Hirsch","Altin Rraklli","Timo Hildebrand","Rui Marques","Bordon","Pablo Thiam","Kristijan Ðordevic","Jens Todt","Krassimir Balakov","Bradley Carnell","Jochen Seitz","Ioan Ganea","Sean Dundee"
"2001-03-17","Dortmund","Leverkusen","Jens Lehmann","Christian Wörns","Evanilson","Jürgen Kohler","Jörg Heinrich","Dédé","Christian Nerlinger","Tomáš Rosický","Sunday Oliseh","Lars Ricken","Fredi Bobic","Adam Matysek","Robert Kovac","Boris Živkovic","Lúcio","Jörg Reeb","Zé Roberto","Michael Ballack","Bernd Schneider","Carsten Ramelow","Ulf Kirsten","Oliver Neuville"
"2001-03-17","HansaRostock","Bochum","Martin Pieckenhagen","Sven Benken","Andreas Jakobsson","Kai Oswald","Rayk Schröder","Timo Lange","Mohamed Emara","René Rydlewicz","Peter Wibrån","Victor Agali","Steffen Baumgart","Rein van Duijnhoven","Martin Meichelbeck","Axel Sundermann","Søren Colding","Frank Fahrenhorst","Sebastian Schindzielorz","Yildiray Bastürk","Zoran Mamic","Paul Freier","Thomas Christiansen","Delron Buckley"
"2001-03-17","EinFrankfurt","Hamburg","Dirk Heinen","Torsten Kracht","Alexander Kutschera","Karel Rada","Marco Gebhardt","Horst Heldt","Michael Mutzel","Christoph Preuß","Pawel Kryszalowicz","Rolf-Christel Guié-Mien","Chen Yang","Hans Jörg Butt","Jochen Kientz","Andrej Panadic","Tomáš Ujfaluši","Niko Kovac","Stig Tøfting","Mehdi Mahdavikia","Bernd Hollerbach","Marek Heinz","Sergej Barbarez","Erik Meijer"
"2001-03-18","WerderBremen","Kaiserslautern","Frank Rost","Frank Baumann","Bernhard Trares","Frank Verlaat","Fabian Ernst","Marco Bode","Andreas Herzog","Torsten Frings","Mike Barten","Claudio Pizarro","Ailton","Georg Koch","Hany Ramzy","Tomasz Klos","Marian Hristov","Nenad Bjelica","Ratinho","Jeff Strasser","Andreas Buck","Mario Basler","Jörgen Pettersson","Vratislav Lokvenc"
"2001-03-30","Wolfsburg","HansaRostock","Claus Reitmaier","Marino Biliskov","Stefan Schnoor","Thomas Hengen","Frank Greiner","Patrick Weiser","Dietmar Kühbauer","Charles Akonnor","Zoltán Sebescen","Tomislav Maric","Jürgen Rische","Martin Pieckenhagen","Sven Benken","Andreas Jakobsson","Kai Oswald","Rayk Schröder","Mohamed Emara","René Rydlewicz","Peter Wibrån","Magnus Arvidsson","Victor Agali","Steffen Baumgart"
"2001-03-31","Stuttgart","FCKoln","Timo Hildebrand","Pablo Thiam","Silvio Meißner","Kristijan Ðordevic","Jens Todt","Krassimir Balakov","Bradley Carnell","Jochen Seitz","Zvonimir Soldo","Ioan Ganea","Sean Dundee","Markus Pröll","Alexander Voigt","Spasoje Bulajic","Jens Keller","Janosch Dziwior","Andrew Sinkala","Markus Kreuz","Christian Springer","Matthias Scherz","Christian Timm","Miroslav Baránek"
"2001-03-31","Freiburg","EinFrankfurt","Richard Golz","Daniel Schumann","Boubacar Diarra","Levan Tskitishvili","Sebastian Kehl","Levan Kobiashvili","Soumaila Coulibaly","Vladimir But","Tobias Willi","Aleksandr Iashvili","Adel Sellimi","Dirk Heinen","Torsten Kracht","Alexander Kutschera","Karel Rada","Thomas Sobotzik","Horst Heldt","Alexander Schur","Michael Mutzel","Christoph Preuß","Pawel Kryszalowicz","Chen Yang"
"2001-03-31","Leverkusen","Schalke04","Frank Juric","Jens Nowotny","Boris Živkovic","Lúcio","Diego Placente","Jörg Reeb","Zé Roberto","Bernd Schneider","Carsten Ramelow","Ulf Kirsten","Oliver Neuville","Oliver Reck","Tomasz Hajto","Marco van Hoogdalem","Tomasz Waldoch","Sven Kmetsch","Andreas Möller","Jörg Böhme","Mike Büskens","Ebbe Sand","Gerald Asamoah","Émile Mpenza"
"2001-04-01","Bochum","Cottbus","Rein van Duijnhoven","Samir Toplak","Søren Colding","Thomas Reis","Rouven Schröder","Sebastian Schindzielorz","Yildiray Bastürk","Sergey Mandreko","Olaf Schreiber","Paul Freier","Zdravko Drincic","Tomislav Piplica","Vilmos Sebok","Tzanko Tzvetanov","Rudi Vata","Faruk Hujdurovic","Jörg Scherbe","Laurentiu Reghecampf","Toni Micevski","Andrzej Kobylanski","Vasile Miriuta","Antun Labak"
"2001-03-31","Hertha","Munich 1860","Gábor Király","Dick van Burik","Kostas Konstantinidis","Eyjólfur Sverrisson","Marko Rehmer","Pál Dárdai","Andreas Schmidt","Michael Hartmann","Sebastian Deisler","Alex Alves","Michael Preetz","Simon Jentzsch","Martin Stranzl","Ned Zelic","Marco Kurz","Tomáš Votava","Torben Hoffmann","Vidar Riseth","Thomas Häßler","Martin Max","Paul Agostino","Markus Schroth"
"2001-03-31","Hamburg","Unterhaching","Hans Jörg Butt","Andrej Panadic","Ingo Hertzsch","Tomáš Ujfaluši","Martin Groth","Niko Kovac","Mehdi Mahdavikia","Bernd Hollerbach","Marek Heinz","Sergej Barbarez","Erik Meijer","Gerhard Tremmel","Alexander Strehmel","Alexander Bugera","Jan Seifert","Hendrik Herzog","Matthias Zimmermann","Danny Schwarz","Marco Haber","Dietmar Hirsch","Miroslaw Spizak","André Breitenreiter"
"2001-03-31","BayernMunich","WerderBremen","Oliver Kahn","Willy Sagnol","Samuel Kuffour","Thomas Linke","Stefan Effenberg","Jens Jeremies","Thorsten Fink","Michael Tarnat","Giovane Élber","Paulo Sérgio","Alexander Zickler","Frank Rost","Frank Baumann","Frank Verlaat","Mladen Krstajic","Dieter Eilts","Ivica Banovic","Marco Bode","Andreas Herzog","Torsten Frings","Paul Stalteri","Claudio Pizarro"
"2001-04-01","Kaiserslautern","Dortmund","Georg Koch","Hany Ramzy","Slobodan Komljenovic","Tomasz Klos","Marian Hristov","Dimitrios Grammozis","Ratinho","Mario Basler","Jörgen Pettersson","Vratislav Lokvenc","Miroslav Klose","Jens Lehmann","Christian Wörns","Evanilson","Jürgen Kohler","Jörg Heinrich","Dédé","Tomáš Rosický","Sunday Oliseh","Lars Ricken","Otto Addo","Fredi Bobic"
"2001-04-06","Cottbus","Wolfsburg","Tomislav Piplica","Rudi Vata","János Mátyus","Faruk Hujdurovic","Laurentiu Reghecampf","Bruno Akrapovic","Moussa Latoundji","Andrzej Kobylanski","Vasile Miriuta","Antun Labak","Franklin Bittencourt","Claus Reitmaier","Waldemar Kryger","Marino Biliskov","Stefan Schnoor","Thomas Hengen","Patrick Weiser","Dietmar Kühbauer","Charles Akonnor","Zoltán Sebescen","Tomislav Maric","Jürgen Rische"
"2001-04-07","FCKoln","Unterhaching","Markus Pröll","Alexander Voigt","Spasoje Bulajic","Jens Keller","Janosch Dziwior","Andrew Sinkala","Markus Kreuz","Christian Springer","Matthias Scherz","Christian Timm","Miroslav Baránek","Gerhard Tremmel","Alexander Strehmel","Alexander Bugera","Jan Seifert","Hendrik Herzog","Matthias Zimmermann","Markus Oberleitner","Danny Schwarz","Marco Haber","Dietmar Hirsch","Altin Rraklli"
"2001-04-07","Freiburg","Hamburg","Richard Golz","Daniel Schumann","Boubacar Diarra","Andreas Zeyer","Sebastian Kehl","Levan Kobiashvili","Soumaila Coulibaly","Vladimir But","Tobias Willi","Aleksandr Iashvili","Adel Sellimi","Hans Jörg Butt","Jochen Kientz","Andrej Panadic","Nico Jan Hoogma","Tomáš Ujfaluši","Niko Kovac","Stig Tøfting","Mehdi Mahdavikia","Bernd Hollerbach","Sergej Barbarez","Erik Meijer"
"2001-04-07","Dortmund","BayernMunich","Jens Lehmann","Christian Wörns","Evanilson","Jörg Heinrich","Dédé","Christoph Metzelder","Tomáš Rosický","Sunday Oliseh","Lars Ricken","Otto Addo","Fredi Bobic","Oliver Kahn","Bixente Lizarazu","Samuel Kuffour","Patrik Andersson","Thomas Linke","Mehmet Scholl","Stefan Effenberg","Jens Jeremies","Hasan Salihamidžic","Giovane Élber","Roque Santa Cruz"
"2001-04-08","HansaRostock","Stuttgart","Martin Pieckenhagen","Sven Benken","Andreas Jakobsson","Kai Oswald","Rayk Schröder","Mohamed Emara","René Rydlewicz","Marcus Lantz","Peter Wibrån","Bachirou Salou","Magnus Arvidsson","Timo Hildebrand","Rui Marques","Andreas Hinkel","Timo Wenzel","Pablo Thiam","Jens Todt","Krassimir Balakov","Heiko Gerber","Jochen Seitz","Zvonimir Soldo","Ioan Ganea"
"2001-04-07","EinFrankfurt","Leverkusen","Dirk Heinen","Torsten Kracht","Alexander Kutschera","Uwe Bindewald","Marco Gebhardt","Horst Heldt","Gerd Wimmer","Michael Mutzel","Christoph Preuß","Rolf-Christel Guié-Mien","Chen Yang","Frank Juric","Robert Kovac","Jens Nowotny","Lúcio","Michael Ballack","Jurica Vranješ","Bernd Schneider","Carsten Ramelow","Ulf Kirsten","Paulo Rink","Oliver Neuville"
"2001-04-07","WerderBremen","Hertha","Frank Rost","Frank Baumann","Frank Verlaat","Mladen Krstajic","Dieter Eilts","Ivica Banovic","Andreas Herzog","Torsten Frings","Paul Stalteri","Claudio Pizarro","Ailton","Gábor Király","Dick van Burik","Kostas Konstantinidis","Eyjólfur Sverrisson","Marko Rehmer","Pál Dárdai","Andreas Schmidt","Michael Hartmann","Sebastian Deisler","Alex Alves","Michael Preetz"
"2001-04-07","Munich 1860","Bochum","Simon Jentzsch","Marco Kurz","Uwe Ehlers","Torben Hoffmann","Roman Týce","Vidar Riseth","Erik Mykland","Daniel Borimirov","Thomas Riedl","Paul Agostino","Markus Schroth","Rein van Duijnhoven","Samir Toplak","Søren Colding","Thomas Reis","Rouven Schröder","Sebastian Schindzielorz","Yildiray Bastürk","Sergey Mandreko","Olaf Schreiber","Paul Freier","Delron Buckley"
"2001-04-08","Schalke04","Kaiserslautern","Oliver Reck","Tomasz Hajto","Marco van Hoogdalem","Tomasz Waldoch","Andreas Möller","Jörg Böhme","Mike Büskens","Jirí Nemec","Ebbe Sand","Gerald Asamoah","Émile Mpenza","Georg Koch","Hany Ramzy","Tomasz Klos","Harry Koch","Marian Hristov","Dimitrios Grammozis","Youri Djorkaeff","Ratinho","Jeff Strasser","Mario Basler","Vratislav Lokvenc"
"2001-04-12","Stuttgart","Cottbus","Thomas Ernst","Rui Marques","Timo Wenzel","Pablo Thiam","Jens Todt","Krassimir Balakov","Jochen Seitz","Zvonimir Soldo","Krisztián Lisztes","Ioan Ganea","Sean Dundee","Tomislav Piplica","Rudi Vata","János Mátyus","Faruk Hujdurovic","Jörg Scherbe","Laurentiu Reghecampf","Bruno Akrapovic","Moussa Latoundji","Andrzej Kobylanski","Antun Labak","Sebastian Helbig"
"2001-04-14","Kaiserslautern","EinFrankfurt","Roman Weidenfeller","Hany Ramzy","Tomasz Klos","Marian Hristov","Nenad Bjelica","Ratinho","Jeff Strasser","Mario Basler","José Dominguez","Vratislav Lokvenc","Miroslav Klose","Dirk Heinen","Torsten Kracht","Serge Branco","Uwe Bindewald","Karel Rada","Horst Heldt","Gerd Wimmer","Michael Mutzel","Christoph Preuß","Pawel Kryszalowicz","Rolf-Christel Guié-Mien"
"2001-04-14","Bochum","WerderBremen","Rein van Duijnhoven","Samir Toplak","Søren Colding","Thomas Reis","Rouven Schröder","Sebastian Schindzielorz","Yildiray Bastürk","Sergey Mandreko","Olaf Schreiber","Paul Freier","Thomas Christiansen","Frank Rost","Frank Baumann","Frank Verlaat","Mladen Krstajic","Razundara Tjikuzu","Fabian Ernst","Dieter Eilts","Andreas Herzog","Paul Stalteri","Claudio Pizarro","Ailton"
"2001-04-14","Hertha","Dortmund","Gábor Király","Dick van Burik","Kostas Konstantinidis","Eyjólfur Sverrisson","Marko Rehmer","Pál Dárdai","Andreas Schmidt","Michael Hartmann","Sebastian Deisler","Alex Alves","Ali Daei","Jens Lehmann","Christian Wörns","Jürgen Kohler","Jörg Heinrich","Dédé","Christoph Metzelder","Tomáš Rosický","Sunday Oliseh","Lars Ricken","Otto Addo","Fredi Bobic"
"2001-04-15","Hamburg","FCKoln","Hans Jörg Butt","Andrej Panadic","Nico Jan Hoogma","Tomáš Ujfaluši","Martin Groth","Niko Kovac","Mehdi Mahdavikia","Bernd Hollerbach","Marek Heinz","Sergej Barbarez","Erik Meijer","Markus Pröll","Alexander Voigt","Moses Sichone","Spasoje Bulajic","Janosch Dziwior","Markus Kreuz","Christian Springer","Dirk Lottner","Matthias Scherz","Christian Timm","Miroslav Baránek"
"2001-04-14","Wolfsburg","Munich 1860","Claus Reitmaier","Waldemar Kryger","Stefan Schnoor","Thomas Hengen","Frank Greiner","Patrick Weiser","Dorinel Munteanu","Charles Akonnor","Zoltán Sebescen","Andrzej Juskowiak","Jonathan Akpoborie","Simon Jentzsch","Ned Zelic","Achim Pfuderer","Torben Hoffmann","Vidar Riseth","Thomas Häßler","Erik Mykland","Daniel Borimirov","Daniel Bierofka","Martin Max","Markus Schroth"
"2001-04-14","BayernMunich","Schalke04","Oliver Kahn","Willy Sagnol","Samuel Kuffour","Patrik Andersson","Mehmet Scholl","Jens Jeremies","Michael Tarnat","Hasan Salihamidžic","Paulo Sérgio","Carsten Jancker","Roque Santa Cruz","Oliver Reck","Tomasz Hajto","Marco van Hoogdalem","Tomasz Waldoch","Andreas Möller","Jörg Böhme","Mike Büskens","Jirí Nemec","Ebbe Sand","Gerald Asamoah","Émile Mpenza"
"2001-04-14","Leverkusen","Freiburg","Frank Juric","Jens Nowotny","Boris Živkovic","Lúcio","Zé Roberto","Michael Ballack","Jurica Vranješ","Bernd Schneider","Carsten Ramelow","Ulf Kirsten","Oliver Neuville","Richard Golz","Daniel Schumann","Andreas Zeyer","Sebastian Kehl","Levan Kobiashvili","Ralf Kohl","Soumaila Coulibaly","Vladimir But","Ferydoon Zandi","Aleksandr Iashvili","Adel Sellimi"
"2001-04-15","Unterhaching","HansaRostock","Gerhard Tremmel","Alexander Strehmel","Alexander Bugera","Jan Seifert","Dennis Grassow","Matthias Zimmermann","Markus Oberleitner","Danny Schwarz","Marco Haber","Dietmar Hirsch","André Breitenreiter","Martin Pieckenhagen","Sven Benken","Andreas Jakobsson","Kai Oswald","Rayk Schröder","René Rydlewicz","Marcus Lantz","Peter Wibrån","Bachirou Salou","Magnus Arvidsson","Steffen Baumgart"
"2001-04-20","Dortmund","Bochum","Jens Lehmann","Jürgen Kohler","Jörg Heinrich","Stefan Reuter","Dédé","Miroslav Stevic","Tomáš Rosický","Lars Ricken","Otto Addo","Fredi Bobic","Giuseppe Reina","Rein van Duijnhoven","Samir Toplak","Axel Sundermann","Søren Colding","Thomas Reis","Rouven Schröder","Peter Peschel","Sebastian Schindzielorz","Yildiray Bastürk","Olaf Schreiber","Paul Freier"
"2001-04-21","HansaRostock","FCKoln","Martin Pieckenhagen","Sven Benken","Andreas Jakobsson","Rayk Schröder","Timo Lange","Mohamed Emara","René Rydlewicz","Marcus Lantz","Slawomir Majak","Peter Wibrån","Bachirou Salou","Markus Pröll","Alexander Voigt","Moses Sichone","Spasoje Bulajic","Jens Keller","Andrew Sinkala","Markus Kreuz","Christian Springer","Dirk Lottner","Markus Kurth","Christian Timm"
"2001-04-21","WerderBremen","Wolfsburg","Frank Rost","Frank Baumann","Frank Verlaat","Mladen Krstajic","Fabian Ernst","Dieter Eilts","Marco Bode","Andreas Herzog","Torsten Frings","Claudio Pizarro","Ailton","Claus Reitmaier","Waldemar Kryger","Stefan Schnoor","Thomas Hengen","Frank Greiner","Patrick Weiser","Dorinel Munteanu","Charles Akonnor","Zoltán Sebescen","Andrzej Juskowiak","Jonathan Akpoborie"
"2001-04-21","Schalke04","Hertha","Oliver Reck","Tomasz Hajto","Marco van Hoogdalem","Andreas Möller","Jörg Böhme","Niels Oude Kamphuis","Mike Büskens","Jirí Nemec","Ebbe Sand","Gerald Asamoah","Émile Mpenza","Gábor Király","Dick van Burik","Kostas Konstantinidis","Eyjólfur Sverrisson","Marko Rehmer","Andreas Schmidt","Michael Hartmann","René Tretschok","Rob Maas","Sebastian Deisler","Alex Alves"
"2001-04-22","Munich 1860","Stuttgart","Simon Jentzsch","Ned Zelic","Marco Kurz","Torben Hoffmann","Vidar Riseth","Thomas Häßler","Erik Mykland","Daniel Borimirov","Daniel Bierofka","Martin Max","Markus Schroth","Thomas Ernst","Bordon","Thomas Schneider","Kristijan Ðordevic","Jens Todt","Krassimir Balakov","Bradley Carnell","Jochen Seitz","Zvonimir Soldo","Rüdiger Kauf","Ioan Ganea"
"2001-04-21","EinFrankfurt","BayernMunich","Dirk Heinen","Torsten Kracht","Serge Branco","Uwe Bindewald","Tommy Berntsen","Horst Heldt","Gerd Wimmer","Alexander Schur","Christoph Preuß","Pawel Kryszalowicz","Rolf-Christel Guié-Mien","Oliver Kahn","Bixente Lizarazu","Samuel Kuffour","Patrik Andersson","Thomas Linke","Mehmet Scholl","Hasan Salihamidžic","Owen Hargreaves","Paulo Sérgio","Alexander Zickler","Roque Santa Cruz"
"2001-04-21","Cottbus","Unterhaching","Tomislav Piplica","Witold Wawrzyczek","Rudi Vata","János Mátyus","Faruk Hujdurovic","Laurentiu Reghecampf","Bruno Akrapovic","Moussa Latoundji","Vasile Miriuta","Franklin Bittencourt","Sebastian Helbig","Gerhard Tremmel","Alexander Strehmel","Alexander Bugera","Jan Seifert","Dennis Grassow","Matthias Zimmermann","Markus Oberleitner","Danny Schwarz","Marco Haber","Dietmar Hirsch","André Breitenreiter"
"2001-04-21","Leverkusen","Hamburg","Frank Juric","Robert Kovac","Lúcio","Diego Placente","Zé Roberto","Michael Ballack","Jurica Vranješ","Frankie Hejduk","Ulf Kirsten","Paulo Rink","Oliver Neuville","Hans Jörg Butt","Andrej Panadic","Ingo Hertzsch","Nico Jan Hoogma","Tomáš Ujfaluši","Martin Groth","Niko Kovac","Stig Tøfting","Mehdi Mahdavikia","Marek Heinz","Roy Präger"
"2001-04-22","Freiburg","Kaiserslautern","Richard Golz","Daniel Schumann","Boubacar Diarra","Andreas Zeyer","Sebastian Kehl","Zoubaïer Baya","Levan Kobiashvili","Vladimir But","Tobias Willi","Aleksandr Iashvili","Adel Sellimi","Georg Koch","Hany Ramzy","Tomasz Klos","Marian Hristov","Dimitrios Grammozis","Youri Djorkaeff","Nenad Bjelica","Ratinho","Jeff Strasser","Andreas Buck","Vratislav Lokvenc"
"2001-04-27","Wolfsburg","Dortmund","Claus Reitmaier","Emeka Ifejiagwa","Waldemar Kryger","Stefan Schnoor","Thomas Hengen","Frank Greiner","Patrick Weiser","Dorinel Munteanu","Zoltán Sebescen","Andrzej Juskowiak","Jonathan Akpoborie","Jens Lehmann","Jürgen Kohler","Jörg Heinrich","Stefan Reuter","Dédé","Miroslav Stevic","Tomáš Rosický","Lars Ricken","Otto Addo","Fredi Bobic","Giuseppe Reina"
"2001-04-28","BayernMunich","Freiburg","Oliver Kahn","Willy Sagnol","Samuel Kuffour","Patrik Andersson","Thomas Linke","Mehmet Scholl","Stefan Effenberg","Hasan Salihamidžic","Owen Hargreaves","Carsten Jancker","Roque Santa Cruz","Richard Golz","Daniel Schumann","Boubacar Diarra","Andreas Zeyer","Sebastian Kehl","Zoubaïer Baya","Levan Kobiashvili","Vladimir But","Tobias Willi","Aleksandr Iashvili","Adel Sellimi"
"2001-04-28","FCKoln","Cottbus","Markus Pröll","Alexander Voigt","Moses Sichone","Spasoje Bulajic","Janosch Dziwior","Thomas Cichon","Markus Kreuz","Christian Springer","Dirk Lottner","Markus Kurth","Christian Timm","Tomislav Piplica","Rudi Vata","János Mátyus","Faruk Hujdurovic","Jörg Scherbe","Laurentiu Reghecampf","Bruno Akrapovic","Moussa Latoundji","Andrzej Kobylanski","Vasile Miriuta","Sebastian Helbig"
"2001-04-28","Bochum","Schalke04","Rein van Duijnhoven","Samir Toplak","Martin Meichelbeck","Søren Colding","Thomas Reis","Frank Fahrenhorst","Rouven Schröder","Sebastian Schindzielorz","Yildiray Bastürk","Sergey Mandreko","Paul Freier","Oliver Reck","Tomasz Hajto","Marco van Hoogdalem","Tomasz Waldoch","Andreas Möller","Jörg Böhme","Mike Büskens","Jirí Nemec","Ebbe Sand","Gerald Asamoah","Émile Mpenza"
"2001-04-29","Hamburg","HansaRostock","Hans Jörg Butt","Andrej Panadic","Nico Jan Hoogma","Tomáš Ujfaluši","Niko Kovac","Stig Tøfting","Mehdi Mahdavikia","Bernd Hollerbach","Marek Heinz","Sergej Barbarez","Roy Präger","Martin Pieckenhagen","Sven Benken","Andreas Jakobsson","Rayk Schröder","Timo Lange","Mohamed Emara","Marcus Lantz","Slawomir Majak","Peter Wibrån","Bachirou Salou","Victor Agali"
"2001-04-28","Kaiserslautern","Leverkusen","Georg Koch","Michael Schjønberg","Hany Ramzy","Harry Koch","Marian Hristov","Dimitrios Grammozis","Youri Djorkaeff","Jeff Strasser","Mario Basler","Vratislav Lokvenc","Miroslav Klose","Adam Matysek","Robert Kovac","Jens Nowotny","Lúcio","Diego Placente","Jörg Reeb","Zé Roberto","Bernd Schneider","Carsten Ramelow","Ulf Kirsten","Oliver Neuville"
"2001-04-28","Stuttgart","WerderBremen","Timo Hildebrand","Rui Marques","Bordon","Andreas Hinkel","Timo Wenzel","Pablo Thiam","Jens Todt","Krassimir Balakov","Zvonimir Soldo","Adhemar","Sean Dundee","Frank Rost","Frank Baumann","Frank Verlaat","Fabian Ernst","Dieter Eilts","Ivica Banovic","Andreas Herzog","Torsten Frings","Mike Barten","Paul Stalteri","Claudio Pizarro"
"2001-04-28","Hertha","EinFrankfurt","Gábor Király","Dick van Burik","Eyjólfur Sverrisson","Josip Šimunic","Marko Rehmer","Andreas Schmidt","Michael Hartmann","René Tretschok","Sebastian Deisler","Alex Alves","Michael Preetz","Dirk Heinen","Torsten Kracht","Serge Branco","Uwe Bindewald","Alexander Schur","Michael Mutzel","Christoph Preuß","Jermaine Jones","Pawel Kryszalowicz","Rolf-Christel Guié-Mien","Chen Yang"
"2001-04-29","Unterhaching","Munich 1860","Gerhard Tremmel","Alexander Strehmel","Jan Seifert","Hendrik Herzog","Matthias Zimmermann","Markus Oberleitner","Marco Haber","Martin Cížek","Miroslaw Spizak","Altin Rraklli","André Breitenreiter","Simon Jentzsch","Marco Kurz","Torben Hoffmann","Roman Týce","Vidar Riseth","Thomas Häßler","Erik Mykland","Daniel Borimirov","Daniel Bierofka","Markus Beierle","Markus Schroth"
"2001-05-04","Dortmund","Stuttgart","Jens Lehmann","Evanilson","Jürgen Kohler","Jörg Heinrich","Stefan Reuter","Dédé","Miroslav Stevic","Tomáš Rosický","Lars Ricken","Fredi Bobic","Giuseppe Reina","Timo Hildebrand","Rui Marques","Bordon","Andreas Hinkel","Timo Wenzel","Pablo Thiam","Jens Todt","Krassimir Balakov","Zvonimir Soldo","Adhemar","Sean Dundee"
"2001-05-05","Munich 1860","FCKoln","Simon Jentzsch","Ned Zelic","Marco Kurz","Torben Hoffmann","Roman Týce","Vidar Riseth","Thomas Häßler","Erik Mykland","Thomas Riedl","Martin Max","Markus Schroth","Markus Pröll","Alexander Voigt","Spasoje Bulajic","Jens Keller","Janosch Dziwior","Thomas Cichon","Markus Kreuz","Christian Springer","Dirk Lottner","Markus Kurth","Christian Timm"
